rname_upper,rname,Size,AsmString,isBarrier,Arch,Format,Set,frag1,frag2,frag3,frag4,frag5,frag6,frag7,frag8,frag9,TwoOperandAliasConstraint,canFoldAsLoad,isCompare,Namespace,mayLoad,Sched,hasPostISelHook,AddedComplexity,isReMaterializable,InOperandList,OutOperandList,Itinerary,hasSideEffects,isIndirectBranch,isCodeGenOnly,DisableEncoding,mayStore,isCall,isTerminator,isBranch,isAsCheapAsAMove,isReturn,Constraints,isCommutable,hasDelaySlot,Defs,Uses,DecoderMethod,DecoderNamespace,Pattern,isMoveReg,AdditionalPredicates,GPRPredicates,InsnPredicates,EncodingPredicates,ASEPredicate,FGRPredicates,HardFloatPredicate,PTRPredicates,Predicates,SoftFail,hasNoSchedulingInfo,AsmMatchConverter,usesCustomInserter
FLT_S,flt.s,4,"""flt.s	$rd, $rs1, $rs2""",None,?,R,f,{is_split=False;name=funct7;value=1010000;bit_range=31-25;is_op=False;len=7},{is_split=False;name=rs2;value=NULL;bit_range=24-20;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=funct3;value=001;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=opcode;value=1010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,"""RISCV""",0,"[WriteFCmp32, ReadFCmp32, ReadFCmp32]",None,None,None,"(ins FPR32:$rs1, FPR32:$rs2)",(outs GPR:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtF],None,None,None,None
FMAX_S,fmax.s,4,"""fmax.s	$rd, $rs1, $rs2""",None,?,R,f,{is_split=False;name=funct7;value=0010100;bit_range=31-25;is_op=False;len=7},{is_split=False;name=rs2;value=NULL;bit_range=24-20;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=funct3;value=001;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=opcode;value=1010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,"""RISCV""",0,"[WriteFMinMax32, ReadFMinMax32, ReadFMinMax32]",None,None,None,"(ins FPR32:$rs1, FPR32:$rs2)",(outs FPR32:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtF],None,None,None,None
FMIN_S,fmin.s,4,"""fmin.s	$rd, $rs1, $rs2""",None,?,R,f,{is_split=False;name=funct7;value=0010100;bit_range=31-25;is_op=False;len=7},{is_split=False;name=rs2;value=NULL;bit_range=24-20;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=funct3;value=000;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=opcode;value=1010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,"""RISCV""",0,"[WriteFMinMax32, ReadFMinMax32, ReadFMinMax32]",None,None,None,"(ins FPR32:$rs1, FPR32:$rs2)",(outs FPR32:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtF],None,None,None,None
FMUL_S,fmul.s,4,"""fmul.s	$rd, $rs1, $rs2, $funct3""",None,?,R,f,{is_split=False;name=funct7;value=0001000;bit_range=31-25;is_op=False;len=7},{is_split=False;name=rs2;value=NULL;bit_range=24-20;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=funct3;value=NULL;bit_range=14-12;is_op=True;op_type=Imm;is_signed=False;is_special=True;LSB=0;NoZero=False;class_name_riscv=frmarg;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=opcode;value=1010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,"""RISCV""",0,"[WriteFMul32, ReadFMul32, ReadFMul32]",None,None,None,"(ins FPR32:$rs1, FPR32:$rs2, frmarg:$funct3)",(outs FPR32:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtF],None,None,None,None
FMV_W_X,fmv.w.x,4,"""fmv.w.x	$rd, $rs1""",None,?,R,f,{is_split=False;name=funct7;value=1111000;bit_range=31-25;is_op=False;len=7},{is_split=False;name=rs2;value=00000;bit_range=24-20;is_op=False;len=5},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=funct3;value=000;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=opcode;value=1010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,"""RISCV""",0,"[WriteFMovI32ToF32, ReadFMovI32ToF32]",None,None,None,(ins GPR:$rs1),(outs FPR32:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtF],None,None,None,None
FMV_X_W,fmv.x.w,4,"""fmv.x.w	$rd, $rs1""",None,?,R,f,{is_split=False;name=funct7;value=1110000;bit_range=31-25;is_op=False;len=7},{is_split=False;name=rs2;value=00000;bit_range=24-20;is_op=False;len=5},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=funct3;value=000;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=opcode;value=1010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,"""RISCV""",0,"[WriteFMovF32ToI32, ReadFMovF32ToI32]",None,None,None,(ins FPR32:$rs1),(outs GPR:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtF],None,None,None,None
FSGNJ_S,fsgnj.s,4,"""fsgnj.s	$rd, $rs1, $rs2""",None,?,R,f,{is_split=False;name=funct7;value=0010000;bit_range=31-25;is_op=False;len=7},{is_split=False;name=rs2;value=NULL;bit_range=24-20;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=funct3;value=000;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=opcode;value=1010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,"""RISCV""",0,"[WriteFSGNJ32, ReadFSGNJ32, ReadFSGNJ32]",None,None,None,"(ins FPR32:$rs1, FPR32:$rs2)",(outs FPR32:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtF],None,None,None,None
FSGNJN_S,fsgnjn.s,4,"""fsgnjn.s	$rd, $rs1, $rs2""",None,?,R,f,{is_split=False;name=funct7;value=0010000;bit_range=31-25;is_op=False;len=7},{is_split=False;name=rs2;value=NULL;bit_range=24-20;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=funct3;value=001;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=opcode;value=1010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,"""RISCV""",0,"[WriteFSGNJ32, ReadFSGNJ32, ReadFSGNJ32]",None,None,None,"(ins FPR32:$rs1, FPR32:$rs2)",(outs FPR32:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtF],None,None,None,None
FSGNJX_S,fsgnjx.s,4,"""fsgnjx.s	$rd, $rs1, $rs2""",None,?,R,f,{is_split=False;name=funct7;value=0010000;bit_range=31-25;is_op=False;len=7},{is_split=False;name=rs2;value=NULL;bit_range=24-20;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=funct3;value=010;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=opcode;value=1010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,"""RISCV""",0,"[WriteFSGNJ32, ReadFSGNJ32, ReadFSGNJ32]",None,None,None,"(ins FPR32:$rs1, FPR32:$rs2)",(outs FPR32:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtF],None,None,None,None
FSQRT_S,fsqrt.s,4,"""fsqrt.s	$rd, $rs1, $funct3""",None,?,R,f,{is_split=False;name=funct7;value=0101100;bit_range=31-25;is_op=False;len=7},{is_split=False;name=rs2;value=00000;bit_range=24-20;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;len=5},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr64;class_name_mips=fgr64;len=5},{is_split=False;name=funct3;value=NULL;bit_range=14-12;is_op=True;op_type=Imm;is_signed=False;is_special=True;LSB=0;NoZero=False;class_name_riscv=frmarg;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=opcode;value=1010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,"""RISCV""",0,"[WriteFSqrt32, ReadFSqrt32]",None,None,None,"(ins FPR32:$rs1, frmarg:$funct3)",(outs FPR32:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtF],None,None,None,None
FSUB_S,fsub.s,4,"""fsub.s	$rd, $rs1, $rs2, $funct3""",None,?,R,f,{is_split=False;name=funct7;value=0000100;bit_range=31-25;is_op=False;len=7},{is_split=False;name=rs2;value=NULL;bit_range=24-20;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=funct3;value=NULL;bit_range=14-12;is_op=True;op_type=Imm;is_signed=False;is_special=True;LSB=0;NoZero=False;class_name_riscv=frmarg;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL=NULL;class_name_riscv=fpr32;class_name_mips=fgr32;len=5},{is_split=False;name=opcode;value=1010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,"""RISCV""",0,"[WriteFALU32, ReadFALU32, ReadFALU32]",None,None,None,"(ins FPR32:$rs1, FPR32:$rs2, frmarg:$funct3)",(outs FPR32:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtF],None,None,None,None
