rname_upper,rname,Size,AsmString,isBarrier,Arch,Format,Set,frag1,frag2,frag3,frag4,frag5,frag6,frag7,frag8,frag9,TwoOperandAliasConstraint,canFoldAsLoad,isCompare,Namespace,mayLoad,Sched,hasPostISelHook,AddedComplexity,isReMaterializable,InOperandList,OutOperandList,Itinerary,hasSideEffects,isIndirectBranch,isCodeGenOnly,DisableEncoding,mayStore,isCall,isTerminator,isBranch,isAsCheapAsAMove,isReturn,Constraints,isCommutable,hasDelaySlot,Defs,Uses,DecoderMethod,DecoderNamespace,Pattern,isMoveReg,AdditionalPredicates,GPRPredicates,InsnPredicates,EncodingPredicates,ASEPredicate,FGRPredicates,HardFloatPredicate,PTRPredicates,Predicates,SoftFail,hasNoSchedulingInfo,AsmMatchConverter,usesCustomInserter
C_LUI,c.lui,2,"""c.lui	$rd, $imm""",None,?,CI,c,{is_split=False;name=funct3;value=011;bit_range=15-13;is_op=False;len=3},{is_split=True;name=imm;value=NULL;{frag_id=1#frag_range=5-5#bit_range=12-12};{frag_id=2#frag_range=4-0#bit_range=6-2};is_op=True;op_type=Imm;is_signed=True;is_special=True;LSB=0;NoZero=False;class_name_riscv=uimm8_lsb00;len=10},"{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL={X0,X2};class_name_riscv=gprnox0x2;class_name_mips=gpr32nonzerosp;len=5}",{is_split=False;name=opcode;value=01;bit_range=1-0;is_op=False;len=2},None,None,None,None,None,None,None,None,"""RISCV""",0,[WriteIALU],None,None,None,(ins c_lui_imm:$imm),(outs GPRNoX0X2:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtC],None,None,None,None
C_LWSP,c.lwsp,2,"""c.lwsp	$rd, ${imm}(${rs1})""",None,?,CI,c,{is_split=False;name=funct3;value=010;bit_range=15-13;is_op=False;len=3},{is_split=True;name=imm;value=NULL;{frag_id=1#frag_range=5-5#bit_range=12-12};{frag_id=2#frag_range=4-2#bit_range=6-4};{frag_id=3#frag_range=7-6#bit_range=3-2};is_op=True;op_type=Imm;is_signed=False;is_special=False;LSB=2;NoZero=False;class_name_riscv=uimm8_lsb00;len=10},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL={X0};class_name_riscv=gprnox0;class_name_mips=gpr32nonzero;len=5},{is_split=False;name=opcode;value=10;bit_range=1-0;is_op=False;len=2},None,None,None,None,None,None,None,None,"""RISCV""",1,"[WriteLDW, ReadMemBase]",None,None,None,"(ins SP:$rs1, uimm8_lsb00:$imm)",(outs GPRNoX0:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtC],None,None,None,None
C_NOP,c.nop,2,"""c.nop	""",None,?,CI,c,{is_split=False;name=funct3;value=000;bit_range=15-13;is_op=False;len=3},{is_split=False;name=NULL;value=0;bit_range=12-12;is_op=False;len=1},{is_split=False;name=rd;value=00000;bit_range=11-7;is_op=False;len=5},{is_split=False;name=immediate;value=00000;bit_range=6-2;is_op=False;len=5},{is_split=False;name=opcode;value=01;bit_range=1-0;is_op=False;len=2},None,None,None,None,None,None,None,"""RISCV""",0,[WriteNop],None,None,None,(ins),(outs),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtC],None,None,None,None
C_SLLI,c.slli,2,"""c.slli	$rd, $imm""",None,?,CI,c,{is_split=False;name=funct3;value=000;bit_range=15-13;is_op=False;len=3},{is_split=True;name=imm;value=NULL;{frag_id=1#frag_range=5-5#bit_range=12-12};{frag_id=2#frag_range=4-0#bit_range=6-2};is_op=True;op_type=Imm;is_signed=False;is_special=False;LSB=0;NoZero=True;class_name_riscv=uimmlog2xlennonzero;len=10},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL={X0};class_name_riscv=gprnox0;class_name_mips=gpr32nonzero;len=5},{is_split=False;name=opcode;value=10;bit_range=1-0;is_op=False;len=2},None,None,None,None,None,None,None,None,"""RISCV""",0,"[WriteShift, ReadShift]",None,None,None,"(ins GPRNoX0:$rd, uimmlog2xlennonzero:$imm)",(outs GPRNoX0:$rd_wb),None,0,None,None,None,0,None,None,None,None,None,"""$rd = $rd_wb""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtC],None,None,None,None
C_SRAI,c.srai,2,"""c.srai	$rs1, $imm""",None,?,CI,c,{is_split=False;name=funct3;value=100;bit_range=15-13;is_op=False;len=3},{is_split=True;name=imm;value=NULL;{frag_id=1#frag_range=5-5#bit_range=12-12};{frag_id=2#frag_range=4-0#bit_range=6-2};is_op=True;op_type=Imm;is_signed=False;is_special=False;LSB=0;NoZero=True;class_name_riscv=uimmlog2xlennonzero;len=9},{is_split=False;name=funct2;value=01;bit_range=11-10;is_op=False;len=2},"{is_split=False;name=rs1;value=NULL;bit_range=9-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL={X0,X1,X2,X3,X4,X5,X6,X7,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31};class_name_riscv=gprc;class_name_mips=gprmm16;len=3}",{is_split=False;name=opcode;value=01;bit_range=1-0;is_op=False;len=2},None,None,None,None,None,None,None,"""RISCV""",0,"[WriteShift, ReadShift]",None,None,None,"(ins GPRC:$rs1, uimmlog2xlennonzero:$imm)",(outs GPRC:$rs1_wb),None,0,None,None,None,0,None,None,None,None,None,"""$rs1 = $rs1_wb""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtC],None,None,None,None
C_SRLI,c.srli,2,"""c.srli	$rs1, $imm""",None,?,CI,c,{is_split=False;name=funct3;value=100;bit_range=15-13;is_op=False;len=3},{is_split=True;name=imm;value=NULL;{frag_id=1#frag_range=5-5#bit_range=12-12};{frag_id=2#frag_range=4-0#bit_range=6-2};is_op=True;op_type=Imm;is_signed=False;is_special=False;LSB=0;NoZero=True;class_name_riscv=uimmlog2xlennonzero;len=9},{is_split=False;name=funct2;value=00;bit_range=11-10;is_op=False;len=2},"{is_split=False;name=rs1;value=NULL;bit_range=9-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL={X0,X1,X2,X3,X4,X5,X6,X7,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31};class_name_riscv=gprc;class_name_mips=gprmm16;len=3}",{is_split=False;name=opcode;value=01;bit_range=1-0;is_op=False;len=2},None,None,None,None,None,None,None,"""RISCV""",0,"[WriteShift, ReadShift]",None,None,None,"(ins GPRC:$rs1, uimmlog2xlennonzero:$imm)",(outs GPRC:$rs1_wb),None,0,None,None,None,0,None,None,None,None,None,"""$rs1 = $rs1_wb""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtC],None,None,None,None
C_ADDI4SPN,c.addi4spn,2,"""c.addi4spn	$rd, $rs1, $imm""",None,?,CIW,c,{is_split=False;name=funct3;value=000;bit_range=15-13;is_op=False;len=3},{is_split=True;name=imm;value=NULL;{frag_id=1#frag_range=5-4#bit_range=12-11};{frag_id=2#frag_range=9-6#bit_range=10-7};{frag_id=3#frag_range=2-2#bit_range=6-6};{frag_id=4#frag_range=3-3#bit_range=5-5};is_op=True;op_type=Imm;is_signed=False;is_special=False;LSB=2;NoZero=True;class_name_riscv=uimm10_lsb00nonzero;len=10},"{is_split=False;name=rd;value=NULL;bit_range=4-2;is_op=True;op_type=Reg;Mode=INT;ILLEGAL={X0,X1,X2,X3,X4,X5,X6,X7,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31};class_name_riscv=gprc;class_name_mips=gprmm16;len=3}",{is_split=False;name=opcode;value=00;bit_range=1-0;is_op=False;len=2},None,None,None,None,None,None,None,None,"""RISCV""",0,"[WriteIALU, ReadIALU]",None,None,None,"(ins SP:$rs1, uimm10_lsb00nonzero:$imm)",(outs GPRC:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[X2],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtC],None,None,None,None
C_J,c.j,2,"""c.j	$offset""",1,?,CJ,c,{is_split=False;name=funct3;value=101;bit_range=15-13;is_op=False;len=3},{is_split=True;name=offset;value=NULL;{frag_id=1#frag_range=10-10#bit_range=12-12};{frag_id=2#frag_range=3-3#bit_range=11-11};{frag_id=3#frag_range=8-7#bit_range=10-9};{frag_id=4#frag_range=9-9#bit_range=8-8};{frag_id=5#frag_range=5-5#bit_range=7-7};{frag_id=6#frag_range=6-6#bit_range=6-6};{frag_id=7#frag_range=2-0#bit_range=5-3};{frag_id=7#frag_range=4-4#bit_range=2-2};is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=1;NoZero=False;class_name_riscv=simm12_lsb0;len=11},{is_split=False;name=opcode;value=01;bit_range=1-0;is_op=False;len=2},None,None,None,None,None,None,None,None,None,"""RISCV""",0,[WriteJmp],None,None,None,(ins simm12_lsb0:$offset),(outs),None,0,None,None,None,0,None,1,1,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[HasStdExtC],None,None,None,None
C_JAL,c.jal,2,"""c.jal	$offset""",None,?,CJ,c,{is_split=False;name=funct3;value=001;bit_range=15-13;is_op=False;len=3},{is_split=True;name=offset;value=NULL;{frag_id=1#frag_range=10-10#bit_range=12-12};{frag_id=2#frag_range=3-3#bit_range=11-11};{frag_id=3#frag_range=8-7#bit_range=10-9};{frag_id=4#frag_range=9-9#bit_range=8-8};{frag_id=5#frag_range=5-5#bit_range=7-7};{frag_id=6#frag_range=6-6#bit_range=6-6};{frag_id=7#frag_range=2-0#bit_range=5-3};{frag_id=7#frag_range=4-4#bit_range=2-2};is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=1;NoZero=False;class_name_riscv=simm12_lsb0;len=11},{is_split=False;name=opcode;value=01;bit_range=1-0;is_op=False;len=2},None,None,None,None,None,None,None,None,None,"""RISCV""",0,[WriteJal],None,None,None,(ins simm12_lsb0:$offset),(outs),None,0,None,None,None,0,1,None,None,None,None,"""""",None,None,[X1],[],None,"""RISCV32Only_""",None,None,None,None,None,None,None,None,None,None,"[HasStdExtC, IsRV32]",None,None,None,None
C_FLD,c.fld,2,"""c.fld	$rd, ${imm}(${rs1})""",None,?,CL,c,{is_split=False;name=funct3;value=001;bit_range=15-13;is_op=False;len=3},{is_split=True;name=imm;value=NULL;{frag_id=1#frag_range=5-3#bit_range=12-10};{frag_id=2#frag_range=7-6#bit_range=6-5};is_op=True;op_type=Imm;is_signed=False;is_special=False;LSB=2;NoZero=False;class_name_riscv=uimm8_lsb000;len=8},"{is_split=False;name=rs1;value=NULL;bit_range=9-7;is_op=True;op_type=Reg;Mode=DOUBLE;ILLEGAL={F0_64,F1_64,F2_64,F3_64,F4_64,F5_64,F6_64,F7_64,F16_64,F17_64,F18_64,F19_64,F20_64,F21_64,F22_64,F23_64,F24_64,F25_64,F26_64,F27_64,F28_64,F29_64,F30_64,F31_64};class_name_riscv=GPRC;class_name_mips=fgr64c;len=3}","{is_split=False;name=rd;value=NULL;bit_range=4-2;is_op=True;op_type=Reg;Mode=DOUBLE;ILLEGAL={F0_64,F1_64,F2_64,F3_64,F4_64,F5_64,F6_64,F7_64,F16_64,F17_64,F18_64,F19_64,F20_64,F21_64,F22_64,F23_64,F24_64,F25_64,F26_64,F27_64,F28_64,F29_64,F30_64,F31_64};class_name_riscv=fpr64c;class_name_mips=fgr64c;len=3}",{is_split=False;name=opcode;value=00;bit_range=1-0;is_op=False;len=2},None,None,None,None,None,None,None,"""RISCV""",1,"[WriteFLD64, ReadMemBase]",None,None,None,"(ins GPRC:$rs1, uimm8_lsb000:$imm)",(outs FPR64C:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,"[HasStdExtC, HasStdExtD]",None,None,None,None
C_FLW,c.flw,2,"""c.flw	$rd, ${imm}(${rs1})""",None,?,CL,c,{is_split=False;name=funct3;value=011;bit_range=15-13;is_op=False;len=3},{is_split=True;name=imm;value=NULL;{frag_id=1#frag_range=5-3#bit_range=12-10};{frag_id=2#frag_range=2-2#bit_range=6-6};{frag_id=3#frag_range=6-6#bit_range=5-5};is_op=True;op_type=Imm;is_signed=False;is_special=False;LSB=2;NoZero=False;class_name_riscv=uimm7_lsb00;len=7},"{is_split=False;name=rs1;value=NULL;bit_range=9-7;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL={F0_32,F1_32,F2_32,F3_32,F4_32,F5_32,F6_32,F7_32,F16_32,F17_32,F18_32,F19_32,F20_32,F21_32,F22_32,F23_32,F24_32,F25_32,F26_32,F27_32,F28_32,F29_32,F30_32,F31_32};class_name_riscv=GPRC;class_name_mips=fgr32c;len=3}","{is_split=False;name=rd;value=NULL;bit_range=4-2;is_op=True;op_type=Reg;Mode=FLOAT;ILLEGAL={F0_32,F1_32,F2_32,F3_32,F4_32,F5_32,F6_32,F7_32,F16_32,F17_32,F18_32,F19_32,F20_32,F21_32,F22_32,F23_32,F24_32,F25_32,F26_32,F27_32,F28_32,F29_32,F30_32,F31_32};class_name_riscv=fpr32c;class_name_mips=fgr32c;len=3}",{is_split=False;name=opcode;value=00;bit_range=1-0;is_op=False;len=2},None,None,None,None,None,None,None,"""RISCV""",1,"[WriteFLD32, ReadMemBase]",None,None,None,"(ins GPRC:$rs1, uimm7_lsb00:$imm)",(outs FPR32C:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""RISCV32Only_""",None,None,None,None,None,None,None,None,None,None,"[HasStdExtC, HasStdExtF, IsRV32]",None,None,None,None
C_LD,c.ld,2,"""c.ld	$rd, ${imm}(${rs1})""",None,?,CL,c,{is_split=False;name=funct3;value=011;bit_range=15-13;is_op=False;len=3},{is_split=True;name=imm;value=NULL;{frag_id=1#frag_range=5-3#bit_range=12-10};{frag_id=2#frag_range=7-6#bit_range=6-5};is_op=True;op_type=Imm;is_signed=False;is_special=False;LSB=2;NoZero=False;class_name_riscv=uimm8_lsb000;len=8},"{is_split=False;name=rs1;value=NULL;bit_range=9-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL={X0,X1,X2,X3,X4,X5,X6,X7,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31};class_name_riscv=gprc;class_name_mips=gprmm16;len=3}","{is_split=False;name=rd;value=NULL;bit_range=4-2;is_op=True;op_type=Reg;Mode=INT;ILLEGAL={X0,X1,X2,X3,X4,X5,X6,X7,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31};class_name_riscv=gprc;class_name_mips=gprmm16;len=3}",{is_split=False;name=opcode;value=00;bit_range=1-0;is_op=False;len=2},None,None,None,None,None,None,None,"""RISCV""",1,"[WriteLDD, ReadMemBase]",None,None,None,"(ins GPRC:$rs1, uimm8_lsb000:$imm)",(outs GPRC:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,"[HasStdExtC, IsRV64]",None,None,None,None
