rname_upper,rname,Size,AsmString,isBarrier,Arch,Format,Set,frag1,frag2,frag3,frag4,frag5,frag6,frag7,frag8,frag9,TwoOperandAliasConstraint,canFoldAsLoad,isCompare,Namespace,mayLoad,Sched,hasPostISelHook,AddedComplexity,isReMaterializable,InOperandList,OutOperandList,Itinerary,hasSideEffects,isIndirectBranch,isCodeGenOnly,DisableEncoding,mayStore,isCall,isTerminator,isBranch,isAsCheapAsAMove,isReturn,Constraints,isCommutable,hasDelaySlot,Defs,Uses,DecoderMethod,DecoderNamespace,Pattern,isMoveReg,AdditionalPredicates,GPRPredicates,InsnPredicates,EncodingPredicates,ASEPredicate,FGRPredicates,HardFloatPredicate,PTRPredicates,Predicates,SoftFail,hasNoSchedulingInfo,AsmMatchConverter,usesCustomInserter
ECALL,ecall,4,"""ecall	""",None,?,I,std,{is_split=False;name=imm12;value=000000000000;bit_range=31-20;is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=0;NoZero=False;len=12},{is_split=False;name=rs1;value=00000;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;len=5},{is_split=False;name=funct3;value=000;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=00000;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;len=5},{is_split=False;name=opcode;value=1110011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,None,"""RISCV""",0,[WriteJmp],None,None,None,(ins),(outs),None,1,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[],None,None,None,None
FENCE,fence,4,"""fence	$pred, $succ""",None,?,I,std,{is_split=False;name=funct4;value=0000;bit_range=31-28;is_op=False;len=4},{is_split=False;name=pred;value=NULL;bit_range=27-24;is_op=True;op_type=Imm;is_signed=False;is_special=True;LSB=0;NoZero=False;class_name_riscv=fencearg;len=4},{is_split=False;name=succ;value=NULL;bit_range=23-20;is_op=True;op_type=Imm;is_signed=False;is_special=True;LSB=0;NoZero=False;class_name_riscv=fencearg;len=4},{is_split=False;name=rs1;value=00000;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;len=5},{is_split=False;name=funct3;value=000;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=00000;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;len=5},{is_split=False;name=opcode;value=0001111;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,"""RISCV""",0,[],None,None,None,"(ins fencearg:$pred, fencearg:$succ)",(outs),None,1,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[],None,None,None,None
FENCE_I,fence.i,4,"""fence.i	""",None,?,I,std,{is_split=False;name=imm12;value=000000000000;bit_range=31-20;is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=0;NoZero=False;len=12},{is_split=False;name=rs1;value=00000;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;len=5},{is_split=False;name=funct3;value=001;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=00000;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;len=5},{is_split=False;name=opcode;value=0001111;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,None,"""RISCV""",0,[],None,None,None,(ins),(outs),None,1,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[],None,None,None,None
FENCE_TSO,fence.tso,4,"""fence.tso	""",None,?,I,std,{is_split=False;name=imm12;value=100000110011;bit_range=31-20;is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=0;NoZero=False;len=12},{is_split=False;name=rs1;value=00000;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;len=5},{is_split=False;name=funct3;value=000;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=00000;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;len=5},{is_split=False;name=opcode;value=0001111;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,None,"""RISCV""",0,[],None,None,None,(ins),(outs),None,1,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[],None,None,None,None
JALR,jalr,4,"""jalr	$rd, ${imm12}(${rs1})""",None,?,I,std,{is_split=False;name=imm12;value=NULL;bit_range=31-20;is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=0;NoZero=False;class_name_riscv=simm12;len=12},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=funct3;value=000;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=opcode;value=1100111;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,None,"""RISCV""",0,"[WriteJalr, ReadJalr]",None,None,None,"(ins GPR:$rs1, simm12:$imm12)",(outs GPR:$rd),None,0,None,None,None,0,1,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[],None,None,None,None
LB,lb,4,"""lb	$rd, ${imm12}(${rs1})""",None,?,I,std,{is_split=False;name=imm12;value=NULL;bit_range=31-20;is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=0;NoZero=False;class_name_riscv=simm12;len=12},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=funct3;value=000;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=opcode;value=0000011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,None,"""RISCV""",1,"[WriteLDB, ReadMemBase]",None,None,None,"(ins GPR:$rs1, simm12:$imm12)",(outs GPR:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[],None,None,None,None
LBU,lbu,4,"""lbu	$rd, ${imm12}(${rs1})""",None,?,I,std,{is_split=False;name=imm12;value=NULL;bit_range=31-20;is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=0;NoZero=False;class_name_riscv=simm12;len=12},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=funct3;value=100;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=opcode;value=0000011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,None,"""RISCV""",1,"[WriteLDB, ReadMemBase]",None,None,None,"(ins GPR:$rs1, simm12:$imm12)",(outs GPR:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[],None,None,None,None
LD,ld,4,"""ld	$rd, ${imm12}(${rs1})""",None,?,I,std,{is_split=False;name=imm12;value=NULL;bit_range=31-20;is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=0;NoZero=False;class_name_riscv=simm12;len=12},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=funct3;value=011;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=opcode;value=0000011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,None,"""RISCV""",1,"[WriteLDD, ReadMemBase]",None,None,None,"(ins GPR:$rs1, simm12:$imm12)",(outs GPR:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[IsRV64],None,None,None,None
LH,lh,4,"""lh	$rd, ${imm12}(${rs1})""",None,?,I,std,{is_split=False;name=imm12;value=NULL;bit_range=31-20;is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=0;NoZero=False;class_name_riscv=simm12;len=12},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=funct3;value=001;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=opcode;value=0000011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,None,"""RISCV""",1,"[WriteLDH, ReadMemBase]",None,None,None,"(ins GPR:$rs1, simm12:$imm12)",(outs GPR:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[],None,None,None,None
LHU,lhu,4,"""lhu	$rd, ${imm12}(${rs1})""",None,?,I,std,{is_split=False;name=imm12;value=NULL;bit_range=31-20;is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=0;NoZero=False;class_name_riscv=simm12;len=12},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=funct3;value=101;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=opcode;value=0000011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,None,"""RISCV""",1,"[WriteLDH, ReadMemBase]",None,None,None,"(ins GPR:$rs1, simm12:$imm12)",(outs GPR:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[],None,None,None,None
LW,lw,4,"""lw	$rd, ${imm12}(${rs1})""",None,?,I,std,{is_split=False;name=imm12;value=NULL;bit_range=31-20;is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=0;NoZero=False;class_name_riscv=simm12;len=12},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=funct3;value=010;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=opcode;value=0000011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,None,"""RISCV""",1,"[WriteLDW, ReadMemBase]",None,None,None,"(ins GPR:$rs1, simm12:$imm12)",(outs GPR:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[],None,None,None,None
LWU,lwu,4,"""lwu	$rd, ${imm12}(${rs1})""",None,?,I,std,{is_split=False;name=imm12;value=NULL;bit_range=31-20;is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=0;NoZero=False;class_name_riscv=simm12;len=12},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=funct3;value=110;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=opcode;value=0000011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,None,"""RISCV""",1,"[WriteLDWU, ReadMemBase]",None,None,None,"(ins GPR:$rs1, simm12:$imm12)",(outs GPR:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[IsRV64],None,None,None,None
ORI,ori,4,"""ori	$rd, $rs1, $imm12""",None,?,I,std,{is_split=False;name=imm12;value=NULL;bit_range=31-20;is_op=True;op_type=Imm;is_signed=True;is_special=False;LSB=0;NoZero=False;class_name_riscv=simm12;len=12},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=funct3;value=110;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=opcode;value=0010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,None,"""RISCV""",0,"[WriteIALU, ReadIALU]",None,None,1,"(ins GPR:$rs1, simm12:$imm12)",(outs GPR:$rd),None,0,None,None,None,0,None,None,None,1,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[],None,None,None,None
SLLI,slli,4,"""slli	$rd, $rs1, $shamt""",None,?,I,std,{is_split=False;name=funct6;value=000000;bit_range=31-26;is_op=False;len=6},{is_split=False;name=shamt;value=NULL;bit_range=25-20;is_op=True;op_type=Imm;is_signed=False;is_special=True;LSB=0;NoZero=False;class_name_riscv=uimmlog2xlen;len=6},{is_split=False;name=rs1;value=NULL;bit_range=19-15;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=funct3;value=001;bit_range=14-12;is_op=False;len=3},{is_split=False;name=rd;value=NULL;bit_range=11-7;is_op=True;op_type=Reg;Mode=INT;ILLEGAL=NULL;class_name_riscv=gpr;class_name_mips=gpr32;len=5},{is_split=False;name=opcode;value=0010011;bit_range=6-0;is_op=False;len=7},None,None,None,None,None,None,"""RISCV""",0,"[WriteShift, ReadShift]",None,None,None,"(ins GPR:$rs1, uimmlog2xlen:$shamt)",(outs GPR:$rd),None,0,None,None,None,0,None,None,None,None,None,"""""",None,None,[],[],None,"""""",None,None,None,None,None,None,None,None,None,None,[],None,None,None,None
